tamilnadu,south,north
0,680582,222180
0,680583,222180
0,680584,222180
0,680585,222180
0,680586,222180
0,680587,222180
0,680588,222180
0,680589,222181
0,680590,222181
0,680591,222181
0,680594,222181
0,680596,222181
0,680601,222181
0,680602,222181
0,680604,222181
0,680611,222181
0,680612,222181
0,680613,222181
0,680614,222181
0,680615,222181
0,680616,222181
0,680617,222181
0,680618,222181
0,680619,222181
0,680620,222181
0,680623,222181
0,680631,222181
0,680641,222181
0,680642,222181
0,680651,222181
0,680652,222181
0,680653,222201
0,680654,222201
0,680655,222201
0,680656,222201
0,680661,222201
0,680662,222201
0,680663,222201
0,680664,222201
0,680665,222201
0,680666,222201
0,680667,222201
0,680668,222201
0,680669,222201
0,680670,222201
0,680671,222201
0,680681,222201
0,680682,222201
0,680683,222201
0,680684,222201
0,680685,222201
0,680686,222201
0,680687,222201
0,680687,222202
0,680688,222202
0,680689,222202
0,680691,222202
0,680697,222202
0,680699,222202
0,680701,222202
0,680702,222202
0,680703,222202
0,680711,222202
0,680712,222202
0,680721,222202
0,680722,222202
0,680724,222202
0,680731,222202
0,680732,222202
0,680733,222202
0,680734,222202
0,680741,222202
0,680751,222202
0,682001,222202
0,682002,222202
0,682003,222202
0,682004,222202
0,682005,222202
0,682006,222202
0,682007,222202
0,682008,222202
0,682009,222202
0,682010,222202
0,682011,222202
0,682012,222202
0,682013,222202
0,682015,222202
0,682016,222202
0,682017,222202
0,682018,222202
0,682019,222202
0,682020,222202
0,682021,222202
0,682022,222202
0,682023,222202
0,682024,222202
0,682025,222202
0,682026,222202
0,682027,222202
0,682028,222202
0,682029,222202
0,682030,222202
0,682031,222202
0,682032,222202
0,682033,222202
0,682034,222202
0,682035,222202
0,682036,222202
0,682037,222202
0,682038,222202
0,682039,222202
0,682040,222202
0,682041,222202
0,682042,222202
0,682301,222202
0,682302,222202
0,682303,222202
0,682304,222202
0,682305,222202
0,682306,222202
0,682307,222202
0,682308,222202
0,682309,222202
0,682310,222202
0,682311,222202
0,682312,222202
0,682313,222202
0,682313,222203
0,682314,222203
0,682315,222203
0,682316,222203
0,682501,222203
0,682502,222203
0,682503,222203
0,682504,222203
0,682505,222203
0,682506,222203
0,682507,222203
0,682508,222203
0,682509,222203
0,682511,222203
0,683101,222203
0,683102,222203
0,683104,222203
0,683105,222203
0,683106,222203
0,683108,222203
0,683110,222203
0,683111,222203
0,683112,222203
0,683501,222203
0,683502,222203
0,683503,222203
0,683511,222203
0,683512,222203
0,683513,222203
0,683514,222203
0,683515,222203
0,683516,222203
0,683517,222203
0,683518,222203
0,683519,222203
0,683520,222203
0,683521,222203
0,683522,222203
0,683541,222203
0,683542,222203
0,683543,222203
0,683544,222203
0,683545,222203
0,683546,222203
0,683547,222203
0,683548,222203
0,683549,222203
0,683550,222203
0,683556,222203
0,683561,222203
0,683562,222203
0,683563,222203
0,683565,222203
0,683571,222203
0,683572,222203
0,683572,222204
0,683573,222204
0,683574,222204
0,683575,222204
0,683576,222204
0,683577,222204
0,683578,222204
0,683579,222204
0,683580,222204
0,683581,222204
0,683585,222301
0,683587,222301
0,683589,222301
0,683594,222301
0,685501,222301
0,685503,222301
0,685505,222302
0,685507,222302
0,685508,222302
0,685509,222302
0,685511,222302
0,685512,222302
0,685514,222302
0,685515,222302
0,685531,222302
0,685532,222302
0,685533,222302
0,685535,222302
0,685551,222302
0,685552,222302
0,685553,222302
0,685554,222302
0,685561,222302
0,685562,222302
0,685563,222302
0,685565,222302
0,685566,222302
0,685571,222302
0,685581,222302
0,685582,222302
0,685583,222302
0,685584,222302
0,685585,222302
0,685586,222302
0,685587,222302
0,685588,222302
0,685589,222302
0,685590,222302
0,685591,222302
0,685595,222302
0,685595,222303
0,685601,222303
0,685602,222303
0,685603,222303
0,685604,222303
0,685605,222303
0,685606,222303
0,685607,222303
0,685608,222303
0,685609,222303
0,685612,222303
0,685613,222303
0,685614,222303
0,685615,222303
0,685616,222303
0,685618,222303
0,685619,222303
0,685620,222303
0,685620,223101
0,686001,223101
0,686002,223101
0,686003,223101
0,686004,223101
0,686005,223101
0,686006,223101
0,686007,223101
0,686008,223101
0,686009,223101
0,686010,223101
0,686011,223101
0,686012,223101
0,686013,223101
0,686014,223101
0,686015,223101
0,686016,223101
0,686017,223101
0,686018,223101
0,686019,223101
0,686020,223101
0,686021,223101
0,686022,223101
0,686041,223101
0,686101,223101
0,686102,223101
0,686103,223101
0,686104,223101
0,686105,223101
0,686106,223101
0,686121,223101
0,686122,223101
0,686123,223101
0,686141,223101
0,686143,223101
0,686144,223101
0,686146,223101
0,686501,223101
0,686502,223101
0,686503,223101
0,686504,223101
0,686505,223101
0,686506,223101
0,686507,223101
0,686508,223101
0,686509,223101
0,686510,223101
0,686511,223101
0,686512,223101
0,686513,223101
0,686514,223101
0,686515,223101
0,686516,223101
0,686517,223101
0,686518,223101
0,686519,223101
0,686520,223101
0,686521,223101
0,686522,223101
0,686531,223101
0,686532,223101
0,686533,223101
0,686534,223101
0,686535,223101
0,686536,223101
0,686537,223101
0,686538,223101
0,686539,223101
0,686540,223101
0,686541,223101
0,686542,223101
0,686543,223101
0,686544,223101
0,686545,223101
0,686546,223101
0,686547,223101
0,686548,223101
0,686555,223101
0,686560,223101
0,686561,223101
0,686562,223101
0,686563,223101
0,686564,223101
0,686571,223101
0,686572,223101
0,686573,223101
0,686574,223101
0,686575,223101
0,686575,223102
0,686576,223102
0,686577,223102
0,686578,223102
0,686579,223102
0,686580,223102
0,686581,223102
0,686582,223102
0,686582,223103
0,686583,223103
0,686584,223103
0,686585,223103
0,686586,223103
0,686587,223103
0,686601,223103
0,686602,223103
0,686603,223103
0,686603,223104
0,686604,223104
0,686605,223104
0,686606,223104
0,686607,223104
0,686608,223104
0,686609,223104
0,686610,223104
0,686611,223104
0,686612,223104
0,686613,223104
0,686616,223104
0,686630,223104
0,686631,223104
0,686632,223104
0,686633,223104
0,686634,223104
0,686635,223104
0,686635,223105
0,686636,223105
0,686637,223105
0,686651,223105
0,686652,223105
0,686652,223221
0,686653,223221
0,686661,223221
0,686662,223221
0,686663,223221
0,686664,223221
0,686665,223221
0,686666,223221
0,686667,223221
0,686668,223221
0,686669,223221
0,686670,223221
0,686671,223221
0,686672,223221
0,686673,223221
0,686681,223221
0,686691,223221
0,686692,223221
0,686693,223221
0,688001,223221
0,688001,223222
0,688002,223222
0,688003,223222
0,688004,223222
0,688005,223222
0,688006,223222
0,688007,223222
0,688008,223222
0,688009,223222
0,688011,223222
0,688012,223222
0,688013,223222
0,688014,223222
0,688501,223222
0,688502,223222
0,688503,223222
0,688504,223222
0,688505,223222
0,688506,223222
0,688521,223222
0,688522,223222
0,688523,223222
0,688524,223222
0,688525,223222
0,688526,223222
0,688527,223222
0,688528,223222
0,688529,223222
0,688530,223222
0,688531,223222
0,688532,223222
0,688533,223222
0,688534,223222
0,688535,223222
0,688536,223222
0,688537,223222
0,688538,223222
0,688539,223222
0,688539,223223
0,688540,223223
0,688541,223223
0,688555,223223
0,688561,223223
0,688562,223223
0,688570,223223
0,688582,223223
0,689101,223223
0,689102,223223
0,689103,223223
0,689104,223223
0,689105,223223
0,689106,223223
0,689107,223223
0,689108,223223
0,689109,223223
0,689110,223223
0,689111,223223
0,689112,223223
0,689113,223223
0,689115,223223
0,689121,223223
0,689122,223223
0,689123,223223
0,689124,223223
0,689126,223223
0,689501,223223
0,689502,223223
0,689503,223223
0,689504,223223
0,689505,223223
0,689506,223223
0,689507,223223
0,689508,223223
0,689509,223223
0,689510,223223
0,689511,223223
0,689512,223223
0,689513,223223
0,689514,223223
0,689520,223223
0,689521,223223
0,689531,223223
0,689532,223223
0,689533,223223
0,689541,223223
0,689542,223223
0,689543,223223
0,689544,223223
0,689545,223223
0,689546,223223
0,689547,223223
0,689548,223223
0,689549,223223
0,689550,223223
0,689551,223223
0,689571,223223
0,689572,223223
0,689573,223223
0,689574,223223
0,689581,223223
0,689582,223223
0,689583,223223
0,689584,223223
0,689585,223223
0,689586,223223
0,689587,223223
0,689588,223223
0,689589,223223
0,689590,223223
0,689591,223223
0,689592,223223
0,689594,223223
0,689595,223223
0,689597,223223
0,689602,223223
0,689611,223223
0,689612,223223
0,689613,223223
0,689614,223223
0,689615,223223
0,689621,223223
0,689622,223223
0,689623,223223
0,689624,223223
0,689625,223223
0,689626,223223
0,689627,223223
0,689641,223223
0,689642,223223
0,689643,223223
0,689644,223223
0,689645,223223
0,689646,223223
0,689647,223223
0,689648,223223
0,689649,223223
0,689650,223223
0,689652,223223
0,689653,223223
0,689654,223223
0,689656,223223
0,689661,223223
0,689662,223223
0,689663,223223
0,689664,223223
0,689666,223223
0,689667,223223
0,689668,223223
0,689671,223223
0,689672,223223
0,689673,223223
0,689674,223223
0,689675,223223
0,689676,223223
0,689677,223223
0,689678,223223
0,689691,223223
0,689692,223223
0,689693,223223
0,689694,223223
0,689695,223223
0,689696,223223
0,689698,223223
0,689699,223223
0,689711,223223
0,690101,223223
0,690102,223223
0,690103,223223
0,690104,223223
0,690105,223223
0,690106,223223
0,690107,223223
0,690108,223223
0,690110,223223
0,690501,223223
0,690502,223223
0,690503,223223
0,690504,223223
0,690505,223223
0,690506,223223
0,690507,223223
0,690508,223223
0,690509,223223
0,690510,223223
0,690511,223223
0,690512,223223
0,690513,223223
0,690514,223223
0,690515,223223
0,690516,223223
0,690517,223223
0,690518,223224
0,690519,223224
0,690520,223224
0,690521,223224
0,690522,223224
0,690523,223224
0,690524,223224
0,690525,223224
0,690526,223224
0,690527,223224
0,690528,223224
0,690529,223224
0,690530,223224
0,690531,223224
0,690532,223224
0,690533,223224
0,690534,223224
0,690535,223224
0,690536,223224
0,690537,223224
0,690538,223224
0,690539,223224
0,690540,223224
0,690542,223224
0,690544,223224
0,690546,223224
0,690547,223224
0,690548,223224
0,690548,223225
0,690558,223225
0,690559,223225
0,690561,223225
0,690571,223225
0,690572,223225
0,690573,223225
0,690574,223225
0,691001,223225
0,691002,223225
0,691003,223225
0,691004,223225
0,691005,223225
0,691006,223225
0,691007,223225
0,691008,223225
0,691009,223225
0,691010,223225
0,691011,223225
0,691012,223225
0,691013,223225
0,691014,223225
0,691015,223225
0,691016,223225
0,691019,223225
0,691020,223225
0,691021,223225
0,691301,223225
0,691302,223225
0,691303,223225
0,691304,223225
0,691305,223225
0,691306,223225
0,691306,223226
0,691307,223226
0,691308,223226
0,691309,223226
0,691310,223226
0,691311,223226
0,691312,223226
0,691319,223226
0,691322,223226
0,691331,223226
0,691331,223227
0,691332,223227
0,691333,223227
0,691334,223227
0,691500,223227
0,691501,223227
0,691502,223227
0,691503,223227
0,691504,223227
0,691505,223227
0,691506,223227
0,691507,223227
0,691508,223227
0,691509,223227
0,691510,223227
0,691511,223227
0,691512,223227
0,691515,223227
0,691516,223227
0,691520,223227
0,691521,223227
0,691522,223227
0,691523,223227
0,691524,223227
0,691525,223227
0,691526,223227
0,691527,223227
0,691530,224001
0,691531,224001
0,691532,224001
0,691533,224001
0,691534,224001
0,691535,224001
0,691536,224001
0,691537,224001
0,691538,224001
0,691540,224001
0,691541,224001
0,691543,224001
0,691551,224001
0,691552,224001
0,691553,224001
0,691554,224001
0,691555,224001
0,691556,224001
0,691557,224001
0,691559,224001
0,691560,224001
0,691566,224001
0,691571,224001
0,691572,224001
0,691573,224001
0,691574,224001
0,691576,224001
0,691577,224001
0,691578,224001
0,691579,224001
0,691581,224001
0,691582,224001
0,691583,224001
0,691584,224001
0,691585,224001
0,691589,224001
0,691590,224001
0,691601,224001
0,691602,224001
0,695001,224001
0,695002,224001
0,695003,224001
0,695004,224001
0,695005,224001
0,695006,224001
0,695007,224001
0,695008,224001
0,695009,224001
0,695010,224001
0,695011,224001
0,695012,224001
0,695013,224001
0,695014,224001
0,695015,224001
0,695016,224001
0,695017,224001
0,695018,224001
0,695019,224001
0,695020,224001
0,695021,224001
0,695022,224001
0,695023,224001
0,695024,224116
0,695025,224116
0,695026,224116
0,695027,224116
0,695028,224116
0,695029,224116
0,695030,224116
0,695032,224116
0,695033,224116
0,695034,224116
0,695035,224116
0,695036,224116
0,695038,224116
0,695040,224116
0,695042,224116
0,695043,224116
0,695099,224116
0,695101,224116
0,695102,224116
0,695103,224116
0,695104,224116
0,695121,224116
0,695122,224116
0,695123,224116
0,695124,224116
0,695125,224116
0,695126,224116
0,695132,224116
0,695133,224116
0,695134,224116
0,695141,224116
0,695142,224116
0,695143,224116
0,695144,224116
0,695145,224116
0,695146,224116
0,695301,224116
0,695302,224116
0,695303,224116
0,695304,224116
0,695305,224116
0,695306,224116
0,695307,224116
0,695308,224116
0,695309,224116
0,695310,224116
0,695311,224116
0,695312,224116
0,695313,224116
0,695316,224116
0,695317,224116
0,695318,224116
0,695501,224116
0,695502,224116
0,695503,224116
0,695504,224116
0,695505,224116
0,695506,224116
0,695507,224116
0,695508,224116
0,695512,224116
0,695513,224116
0,695521,224116
0,695522,224116
0,695523,224116
0,695524,224116
0,695525,224116
0,695526,224116
0,695527,224116
0,695528,224116
0,695541,224116
0,695542,224116
0,695542,224117
0,695543,224117
0,695547,224117
0,695551,224117
0,695561,224117
0,695562,224117
0,695563,224117
0,695564,224117
0,695564,224118
0,695568,224118
0,695571,224118
0,695572,224118
0,695573,224118
0,695574,224118
0,695575,224118
0,695581,224118
0,695582,224118
0,695583,224118
0,695584,224118
0,695585,224118
0,695586,224118
0,695587,224118
0,695588,224118
0,695589,224118
0,695601,224118
0,695602,224118
0,695603,224118
0,695604,224118
0,695605,224118
0,695606,224118
0,695607,224118
0,695608,224118
0,695609,224118
0,695610,224118
0,695611,224118
0,695612,224118
0,695614,224118
0,695615,224118
0,0,224118
0,0,224119
0,0,224120
0,0,224121
0,0,224122
0,0,224123
0,0,224125
0,0,224126
0,0,224127
0,0,224129
0,0,224132
0,0,224133
0,0,224135
0,0,224137
0,0,224139
0,0,224141
0,0,224143
0,0,224145
0,0,224146
0,0,224147
0,0,224149
0,0,224151
0,0,224152
0,0,224153
0,0,224155
0,0,224157
0,0,224158
0,0,224159
0,0,224161
0,0,224164
0,0,224168
0,0,224171
0,0,224172
0,0,224176
0,0,224181
0,0,224182
0,0,224183
0,0,224186
0,0,224188
0,0,224189
0,0,224190
0,0,224195
0,0,224201
0,0,224202
0,0,224203
0,0,224204
0,0,224205
0,0,224206
0,0,224207
0,0,224208
0,0,224209
0,0,224210
0,0,224225
0,0,224227
0,0,224228
0,0,224229
0,0,224230
0,0,224231
0,0,224232
0,0,224234
0,0,224235
0,0,224238
0,0,224284
0,0,225001
0,0,225002
0,0,225003
0,0,225119
0,0,225120
0,0,225121
0,0,225122
0,0,225123
0,0,225124
0,0,225125
0,0,225126
0,0,225201
0,0,225202
0,0,225203
0,0,225204
0,0,225205
0,0,225206
0,0,225207
0,0,225208
0,0,225301
0,0,225302
0,0,225303
0,0,225304
0,0,225305
0,0,225306
0,0,225401
0,0,225403
0,0,225404
0,0,225405
0,0,225409
0,0,225412
0,0,225413
0,0,225414
0,0,225415
0,0,225416
0,0,226001
0,0,226002
0,0,226003
0,0,226004
0,0,226005
0,0,226006
0,0,226007
0,0,226008
0,0,226009
0,0,226010
0,0,226011
0,0,226012
0,0,226013
0,0,226014
0,0,226015
0,0,226016
0,0,226017
0,0,226018
0,0,226019
0,0,226020
0,0,226021
0,0,226022
0,0,226023
0,0,226024
0,0,226025
0,0,226026
0,0,226027
0,0,226028
0,0,226029
0,0,226031
0,0,226101
0,0,226102
0,0,226103
0,0,226104
0,0,226201
0,0,226202
0,0,226203
0,0,226301
0,0,226302
0,0,226303
0,0,226401
0,0,226501
0,0,227304
0,0,227405
0,0,227406
0,0,227407
0,0,227408
0,0,227409
0,0,227411
0,0,227412
0,0,227413
0,0,227801
0,0,227805
0,0,227806
0,0,227807
0,0,227808
0,0,227809
0,0,227811
0,0,227812
0,0,227813
0,0,227814
0,0,227815
0,0,227816
0,0,227817
0,0,228001
0,0,228118
0,0,228119
0,0,228120
0,0,228121
0,0,228125
0,0,228131
0,0,228132
0,0,228133
0,0,228141
0,0,228142
0,0,228145
0,0,228151
0,0,228155
0,0,228159
0,0,228161
0,0,228171
0,0,229001
0,0,229010
0,0,229103
0,0,229120
0,0,229121
0,0,229122
0,0,229123
0,0,229124
0,0,229125
0,0,229126
0,0,229127
0,0,229128
0,0,229129
0,0,229130
0,0,229135
0,0,229201
0,0,229202
0,0,229203
0,0,229204
0,0,229205
0,0,229206
0,0,229207
0,0,229208
0,0,229209
0,0,229210
0,0,229211
0,0,229212
0,0,229215
0,0,229216
0,0,229301
0,0,229302
0,0,229303
0,0,229304
0,0,229305
0,0,229306
0,0,229307
0,0,229308
0,0,229309
0,0,229310
0,0,229311
0,0,229316
0,0,229401
0,0,229402
0,0,229404
0,0,229405
0,0,229406
0,0,229408
0,0,229410
0,0,229411
0,0,229412
0,0,229413
0,0,229801
0,0,229802
0,0,230001
0,0,230002
0,0,230121
0,0,230124
0,0,230125
0,0,230126
0,0,230127
0,0,230128
0,0,230129
0,0,230130
0,0,230131
0,0,230132
0,0,230134
0,0,230135
0,0,230136
0,0,230137
0,0,230138
0,0,230139
0,0,230141
0,0,230142
0,0,230143
0,0,230144
0,0,230201
0,0,230202
0,0,230204
0,0,230301
0,0,230302
0,0,230304
0,0,230306
0,0,230401
0,0,230402
0,0,230403
0,0,230404
0,0,230405
0,0,230501
0,0,230502
0,0,230503
0,0,231001
0,0,231205
0,0,231206
0,0,231207
0,0,231208
0,0,231209
0,0,231210
0,0,231211
0,0,231212
0,0,231213
0,0,231215
0,0,231216
0,0,231217
0,0,231218
0,0,231219
0,0,231220
0,0,231221
0,0,231222
0,0,231223
0,0,231224
0,0,231225
0,0,231226
0,0,231301
0,0,231302
0,0,231303
0,0,231304
0,0,231305
0,0,231306
0,0,231307
0,0,231309
0,0,231311
0,0,231312
0,0,231313
0,0,231314
0,0,231501
0,0,232101
0,0,232102
0,0,232103
0,0,232104
0,0,232105
0,0,232106
0,0,232107
0,0,232108
0,0,232109
0,0,232110
0,0,232111
0,0,232118
0,0,232120
0,0,232325
0,0,232326
0,0,232327
0,0,232328
0,0,232329
0,0,232330
0,0,232331
0,0,232332
0,0,232333
0,0,232336
0,0,232339
0,0,232340
0,0,233001
0,0,233002
0,0,233221
0,0,233222
0,0,233223
0,0,233224
0,0,233225
0,0,233226
0,0,233227
0,0,233228
0,0,233229
0,0,233230
0,0,233231
0,0,233232
0,0,233233
0,0,233300
0,0,233301
0,0,233302
0,0,233303
0,0,233304
0,0,233305
0,0,233306
0,0,233307
0,0,233310
0,0,233311
0,0,241001
0,0,241121
0,0,241122
0,0,241123
0,0,241124
0,0,241125
0,0,241126
0,0,241127
0,0,241201
0,0,241202
0,0,241203
0,0,241204
0,0,241301
0,0,241302
0,0,241303
0,0,241304
0,0,241305
0,0,241401
0,0,241402
0,0,241403
0,0,241404
0,0,241405
0,0,241406
0,0,241407
0,0,242001
0,0,242021
0,0,242042
0,0,242123
0,0,242127
0,0,242220
0,0,242221
0,0,242223
0,0,242226
0,0,242301
0,0,242303
0,0,242305
0,0,242306
0,0,242307
0,0,242401
0,0,242405
0,0,242406
0,0,242407
0,0,243001
0,0,243002
0,0,243003
0,0,243004
0,0,243005
0,0,243006
0,0,243122
0,0,243123
0,0,243126
0,0,243201
0,0,243202
0,0,243203
0,0,243301
0,0,243302
0,0,243303
0,0,243401
0,0,243402
0,0,243403
0,0,243407
0,0,243501
0,0,243502
0,0,243503
0,0,243504
0,0,243505
0,0,243506
0,0,243601
0,0,243630
0,0,243631
0,0,243632
0,0,243633
0,0,243634
0,0,243635
0,0,243636
0,0,243637
0,0,243638
0,0,243639
0,0,243641
0,0,243720
0,0,243722
0,0,243723
0,0,243724
0,0,243725
0,0,243726
0,0,243727
0,0,243751
0,0,244001
0,0,244102
0,0,244103
0,0,244104
0,0,244221
0,0,244222
0,0,244223
0,0,244225
0,0,244231
0,0,244235
0,0,244236
0,0,244241
0,0,244242
0,0,244245
0,0,244251
0,0,244255
0,0,244301
0,0,244302
0,0,244303
0,0,244304
0,0,244401
0,0,244402
0,0,244410
0,0,244411
0,0,244412
0,0,244413
0,0,244414
0,0,244415
0,0,244501
0,0,244504
0,0,244601
0,0,244602
0,0,244701
0,0,244712
0,0,244713
0,0,244715
0,0,244716
0,0,244717
0,0,244901
0,0,244921
0,0,244922
0,0,244923
0,0,244924
0,0,244925
0,0,244926
0,0,244927
0,0,244928
0,0,245101
0,0,245201
0,0,245205
0,0,245206
0,0,245207
0,0,245208
0,0,245301
0,0,245304
0,0,246001
0,0,246113
0,0,246121
0,0,246123
0,0,246124
0,0,246125
0,0,246127
0,0,246128
0,0,246129
0,0,246130
0,0,246131
0,0,246141
0,0,246142
0,0,246144
0,0,246146
0,0,246147
0,0,246148
0,0,246149
0,0,246155
0,0,246159
0,0,246161
0,0,246162
0,0,246163
0,0,246164
0,0,246165
0,0,246166
0,0,246167
0,0,246169
0,0,246171
0,0,246172
0,0,246173
0,0,246174
0,0,246175
0,0,246176
0,0,246177
0,0,246179
0,0,246193
0,0,246194
0,0,246275
0,0,246276
0,0,246277
0,0,246278
0,0,246279
0,0,246285
0,0,246401
0,0,246419
0,0,246421
0,0,246422
0,0,246424
0,0,246425
0,0,246426
0,0,246427
0,0,246428
0,0,246429
0,0,246431
0,0,246435
0,0,246439
0,0,246440
0,0,246441
0,0,246442
0,0,246443
0,0,246444
0,0,246445
0,0,246446
0,0,246448
0,0,246449
0,0,246453
0,0,246455
0,0,246469
0,0,246471
0,0,246472
0,0,246473
0,0,246474
0,0,246475
0,0,246481
0,0,246482
0,0,246483
0,0,246486
0,0,246487
0,0,246488
0,0,246495
0,0,246701
0,0,246721
0,0,246722
0,0,246723
0,0,246724
0,0,246725
0,0,246726
0,0,246727
0,0,246728
0,0,246729
0,0,246731
0,0,246732
0,0,246733
0,0,246734
0,0,246735
0,0,246736
0,0,246737
0,0,246745
0,0,246746
0,0,246747
0,0,246749
0,0,246761
0,0,246762
0,0,246763
0,0,246764
0,0,247001
0,0,247002
0,0,247120
0,0,247121
0,0,247122
0,0,247129
0,0,247231
0,0,247232
0,0,247340
0,0,247341
0,0,247342
0,0,247343
0,0,247451
0,0,247452
0,0,247453
0,0,247551
0,0,247554
0,0,247656
0,0,247661
0,0,247662
0,0,247663
0,0,247664
0,0,247665
0,0,247666
0,0,247667
0,0,247668
0,0,247669
0,0,247670
0,0,247671
0,0,247771
0,0,247772
0,0,247773
0,0,247774
0,0,247775
0,0,247776
0,0,247777
0,0,247778
0,0,248001
0,0,248002
0,0,248003
0,0,248005
0,0,248006
0,0,248007
0,0,248008
0,0,248009
0,0,248011
0,0,248012
0,0,248013
0,0,248014
0,0,248015
0,0,248016
0,0,248121
0,0,248122
0,0,248123
0,0,248124
0,0,248125
0,0,248140
0,0,248142
0,0,248143
0,0,248145
0,0,248146
0,0,248158
0,0,248159
0,0,248165
0,0,248171
0,0,248179
0,0,248195
0,0,248196
0,0,248197
0,0,248198
0,0,248199
0,0,249001
0,0,249121
0,0,249122
0,0,249123
0,0,249124
0,0,249125
0,0,249126
0,0,249127
0,0,249128
0,0,249130
0,0,249131
0,0,249132
0,0,249135
0,0,249137
0,0,249141
0,0,249145
0,0,249146
0,0,249151
0,0,249152
0,0,249155
0,0,249161
0,0,249165
0,0,249171
0,0,249175
0,0,249180
0,0,249181
0,0,249185
0,0,249186
0,0,249192
0,0,249193
0,0,249194
0,0,249195
0,0,249196
0,0,249199
0,0,249201
0,0,249202
0,0,249203
0,0,249204
0,0,249205
0,0,249301
0,0,249302
0,0,249304
0,0,249306
0,0,249401
0,0,249402
0,0,249403
0,0,249404
0,0,249405
0,0,249407
0,0,249408
0,0,249410
0,0,249411
0,0,250001
0,0,250002
0,0,250003
0,0,250004
0,0,250005
0,0,250101
0,0,250103
0,0,250104
0,0,250106
0,0,250110
0,0,250205
0,0,250221
0,0,250222
0,0,250223
0,0,250341
0,0,250342
0,0,250344
0,0,250345
0,0,250401
0,0,250402
0,0,250404
0,0,250406
0,0,250501
0,0,250502
0,0,250601
0,0,250606
0,0,250609
0,0,250611
0,0,250615
0,0,250617
0,0,250619
0,0,250620
0,0,250621
0,0,250622
0,0,250623
0,0,250625
0,0,250626
0,0,251001
0,0,251002
0,0,251003
0,0,251201
0,0,251202
0,0,251203
0,0,251301
0,0,251305
0,0,251306
0,0,251307
0,0,251308
0,0,251309
0,0,251310
0,0,251311
0,0,251314
0,0,251315
0,0,251316
0,0,251318
0,0,251319
0,0,251320
0,0,251327
0,0,261001
0,0,261121
0,0,261125
0,0,261131
0,0,261135
0,0,261136
0,0,261141
0,0,261145
0,0,261151
0,0,261201
0,0,261202
0,0,261203
0,0,261204
0,0,261205
0,0,261206
0,0,261207
0,0,261208
0,0,261301
0,0,261302
0,0,261303
0,0,261401
0,0,261402
0,0,261403
0,0,261404
0,0,261405
0,0,261501
0,0,261502
0,0,261505
0,0,261506
0,0,262001
0,0,262121
0,0,262122
0,0,262124
0,0,262201
0,0,262202
0,0,262203
0,0,262302
0,0,262305
0,0,262308
0,0,262309
0,0,262310
0,0,262311
0,0,262401
0,0,262402
0,0,262405
0,0,262406
0,0,262501
0,0,262502
0,0,262520
0,0,262521
0,0,262522
0,0,262523
0,0,262524
0,0,262525
0,0,262526
0,0,262527
0,0,262528
0,0,262529
0,0,262530
0,0,262531
0,0,262532
0,0,262533
0,0,262534
0,0,262540
0,0,262541
0,0,262542
0,0,262543
0,0,262544
0,0,262545
0,0,262546
0,0,262547
0,0,262550
0,0,262551
0,0,262552
0,0,262553
0,0,262554
0,0,262555
0,0,262561
0,0,262572
0,0,262576
0,0,262580
0,0,262701
0,0,262702
0,0,262721
0,0,262722
0,0,262723
0,0,262724
0,0,262725
0,0,262726
0,0,262727
0,0,262728
0,0,262801
0,0,262802
0,0,262803
0,0,262804
0,0,262805
0,0,262901
0,0,262902
0,0,262903
0,0,262904
0,0,262905
0,0,262906
0,0,262907
0,0,262908
0,0,263001
0,0,263126
0,0,263127
0,0,263128
0,0,263132
0,0,263134
0,0,263135
0,0,263136
0,0,263137
0,0,263138
0,0,263139
0,0,263140
0,0,263145
0,0,263148
0,0,263149
0,0,263150
0,0,263151
0,0,263152
0,0,263153
0,0,263156
0,0,263157
0,0,263158
0,0,263159
0,0,263160
0,0,263601
0,0,263619
0,0,263620
0,0,263621
0,0,263622
0,0,263623
0,0,263624
0,0,263625
0,0,263626
0,0,263628
0,0,263629
0,0,263630
0,0,263631
0,0,263632
0,0,263633
0,0,263634
0,0,263635
0,0,263636
0,0,263637
0,0,263638
0,0,263639
0,0,263640
0,0,263641
0,0,263642
0,0,263643
0,0,263645
0,0,263646
0,0,263651
0,0,263652
0,0,263653
0,0,263655
0,0,263656
0,0,263658
0,0,263659
0,0,263660
0,0,263661
0,0,263663
0,0,263664
0,0,263665
0,0,263667
0,0,263676
0,0,263678
0,0,263679
0,0,263680
0,0,271001
0,0,271002
0,0,271003
0,0,271122
0,0,271123
0,0,271124
0,0,271125
0,0,271126
0,0,271129
0,0,271201
0,0,271202
0,0,271203
0,0,271204
0,0,271205
0,0,271206
0,0,271207
0,0,271208
0,0,271209
0,0,271210
0,0,271215
0,0,271301
0,0,271302
0,0,271303
0,0,271304
0,0,271305
0,0,271306
0,0,271307
0,0,271308
0,0,271309
0,0,271310
0,0,271311
0,0,271312
0,0,271313
0,0,271319
0,0,271401
0,0,271402
0,0,271403
0,0,271502
0,0,271503
0,0,271504
0,0,271601
0,0,271602
0,0,271603
0,0,271604
0,0,271607
0,0,271609
0,0,271801
0,0,271802
0,0,271803
0,0,271804
0,0,271805
0,0,271806
0,0,271821
0,0,271824
0,0,271825
0,0,271830
0,0,271831
0,0,271835
0,0,271840
0,0,271841
0,0,271845
